timestamp,ir,red,time_delta
20532,113494,105467,20.507
20557,113898,105594,20.532
20582,114148,105650,20.557
20607,114136,105527,20.582
20632,113422,105165,20.607
20657,112554,104784,20.632
20686,111859,104780,20.661
20711,111861,104811,20.686
20736,112040,104922,20.711
20761,112488,105130,20.736
20786,113769,105577,20.761
20811,114066,105656,20.786
20836,114219,105669,20.811
20861,114308,105701,20.836
20886,114421,105724,20.861
20911,114481,105740,20.886
20936,114521,105741,20.911
20961,114529,105766,20.936
20986,114496,105734,20.961
21011,114554,105751,20.986
21036,114571,105757,21.011
21061,114588,105780,21.036
21086,114532,105756,21.061
21111,114456,105724,21.086
21136,114293,105656,21.111
21161,114124,105605,21.136
21186,114072,105625,21.161
21211,114142,105653,21.186
21236,114154,105635,21.211
21261,113921,105399,21.236
21286,111730,104548,21.261
21311,110950,104321,21.286
21336,110577,104223,21.311
21361,110415,104207,21.336
21386,110880,104484,21.361
21411,111621,104790,21.386
21436,112429,105006,21.411
21461,112724,105072,21.436
21486,113165,105313,21.461
21511,113691,105520,21.486
21536,114088,105624,21.511
21561,114304,105707,21.536
21586,114458,105772,21.561
21611,114475,105793,21.586
21636,114456,105766,21.611
21661,114416,105754,21.636
21686,114443,105772,21.661
21711,114510,105803,21.686
21736,114605,105837,21.711
21761,114708,105876,21.736
21786,114958,105972,21.761
21811,115032,106003,21.786
21836,115080,106035,21.811
21861,115147,106053,21.836
21886,115238,106117,21.861
21911,115287,106141,21.886
21936,115315,106158,21.911
21961,115329,106165,21.936
21986,115319,106095,21.961
22011,115053,105949,21.986
22036,114347,105647,22.011
22061,113502,105415,22.036
22086,112038,104966,22.061
22111,111652,104872,22.086
22136,111465,104851,22.111
22161,111342,104820,22.136
22186,111131,104773,22.161
22211,111067,104732,22.186
22236,110969,104672,22.211
22261,110870,104644,22.236
22286,110643,104517,22.261
22311,110498,104450,22.286
22336,110411,104402,22.311
22361,110406,104385,22.336
22386,110481,104399,22.361
22411,110562,104431,22.386
22436,110608,104432,22.411
22461,110578,104447,22.436
22486,110803,104692,22.461
22511,111223,105093,22.486
22536,111629,105139,22.511
22561,112105,105254,22.536
22586,112788,105330,22.561
22611,112964,105325,22.586
22636,113184,105371,22.611
22661,113409,105473,22.636
22686,113096,105078,22.661
22711,112827,105285,22.686
22736,112345,104032,22.711
22761,111003,103963,22.736
22786,107570,100057,22.761
22811,104212,98768,22.786
22836,101898,98573,22.811
22861,99091,97374,22.836
22886,95910,95834,22.861
22911,94736,94704,22.886
22936,93185,93502,22.911
22961,92081,93371,22.936
22986,91250,92988,22.961
23011,90311,91882,22.986
23036,88356,90937,23.011
23061,87042,90745,23.036
23086,88344,92299,23.061
23111,88257,92055,23.086
23136,87322,91605,23.111
23161,87442,92242,23.136
23186,91697,95331,23.161
23211,93773,96731,23.186
23236,95908,98400,23.211
23261,101154,101187,23.236
23286,102701,101562,23.261
23311,103646,101793,23.286
23336,104516,101962,23.311
23361,106216,102187,23.336
23386,106756,102253,23.361
23411,107070,102259,23.386
23436,107197,102273,23.411
23461,107180,102094,23.436
23486,106719,101973,23.461
23511,106922,102247,23.486
23536,107740,102450,23.511
23561,108512,102508,23.536
23586,108676,102684,23.561
23611,108980,102926,23.586
23636,109184,103017,23.611
23661,109720,103159,23.636
23686,110025,103256,23.661
23711,110355,103373,23.686
23736,110555,103427,23.711
23761,110812,103479,23.736
23786,110941,103473,23.761
23811,111031,103463,23.786
23836,111088,103441,23.811
23861,111040,103375,23.836
23886,111130,103420,23.861
23911,111269,103471,23.886
23936,111395,103481,23.911
23961,111584,103549,23.936
23986,111660,103631,23.961
24011,111517,103580,23.986
24036,111261,103491,24.011
24061,110935,103412,24.036
24086,111021,103379,24.061
24111,110706,103121,24.086
24136,109672,102650,24.111
24161,107877,102097,24.136
24186,107407,101936,24.161
24211,107073,101823,24.186
24236,106952,101779,24.211
24261,107038,101797,24.236
24286,107177,101860,24.261
24311,107304,101874,24.286
24336,107502,101969,24.311
24361,108025,102147,24.336
24386,108280,102225,24.361
24411,108536,102274,24.386
24436,108684,102296,24.411
24461,108553,102222,24.436
24486,108580,102242,24.461
24511,108718,102313,24.486
24536,108910,102402,24.511
24561,109562,102644,24.536
24586,109965,102740,24.561
24611,110257,102813,24.586
24636,110459,102853,24.611
24661,110777,102955,24.636
24686,111023,103061,24.661
24711,111270,103114,24.686
24736,111315,103132,24.711
24761,111296,103075,24.736
24786,110900,102796,24.761
24811,109663,102259,24.786
24836,108438,101824,24.811
24861,106963,101349,24.836
24886,106695,101276,24.861
24911,106628,101310,24.886
24936,106699,101364,24.911
24961,106850,101419,24.936
24986,106878,101474,24.961
25011,107047,101597,24.986
25036,107244,101709,25.011
25061,107411,101759,25.036
25086,107304,101699,25.061
25111,107133,101569,25.086
25136,106864,101418,25.111
25161,106318,101218,25.136
25186,106126,101119,25.161
25211,105924,101007,25.186
25236,105711,100872,25.211
25261,105282,100696,25.236
25286,105097,100628,25.261
25311,104922,100518,25.286
25336,104725,100437,25.311
25361,104460,100339,25.336
25386,104337,100292,25.361
25411,104305,100305,25.386
25436,104330,100304,25.411
25461,104190,100202,25.436
25486,103875,100055,25.461
25511,103538,99949,25.486
25536,103286,99890,25.511
25561,103091,99875,25.536
25586,103090,99861,25.561
25611,103026,99829,25.586
25636,102936,99798,25.611
25661,102802,99747,25.636
25686,102746,99741,25.661
25711,102728,99731,25.686
25736,102665,99684,25.711
25761,102529,99640,25.736
25786,102429,99583,25.761
25811,102287,99504,25.786
25836,102194,99478,25.811
25861,102120,99466,25.836
25886,102080,99456,25.861
25911,102095,99465,25.886
25936,102185,99513,25.911
25961,102179,99516,25.936
25986,102093,99438,25.961
26011,101858,99366,25.986
26036,101497,99284,26.011
26061,101382,99270,26.036
26086,101259,99211,26.061
26111,101048,99127,26.086
26136,100557,98986,26.111
26161,100501,99020,26.136
26186,100573,99073,26.161
26211,100658,99135,26.186
26236,100835,99219,26.211
26261,100879,99236,26.236
26286,100846,99213,26.261
26311,100749,99156,26.286
26336,100505,99097,26.311
26361,100496,99164,26.336
26386,100689,99268,26.361
26411,100916,99366,26.386
26436,101479,99672,26.411
26461,101972,99959,26.436
26486,102670,100313,26.461
26511,103439,100692,26.486
26536,105033,101385,26.511
26561,105816,101728,26.536
26586,106544,102012,26.561
26611,107115,102209,26.586
26636,107678,102377,26.611
26661,107794,102422,26.636
26686,107907,102467,26.661
26711,108055,102562,26.686
26736,108550,102741,26.711
26761,108679,102696,26.736
26786,107980,102186,26.761
26811,106254,101524,26.786
26836,104470,101014,26.811
26861,104261,100946,26.836
26886,104157,100946,26.861
26911,104213,100977,26.886
26936,104433,101057,26.911
26961,104552,101117,26.936
26986,104672,101159,26.961
27011,104761,101193,26.986
27036,104697,101123,27.011
